bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	spikes_num	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-01_ses-1_task-other_bold	0.0025534608030592736	0.004431684397705545	0	20.419788121283535	1.2638271979118771	1.0734139969348664	0.40594223172939037	111699952.0	0.15088633036444202	121	23.135755258126196	2.6221450622314646	2.53601	2.8958100000000004	2.4346151866943937	0.0215119	-0.003911536652594805	0.005326173733919859	523	80	80	37	4.838084658311114	2.0	3.0	3.0	3.299999952316284	2	99.85181715774436	47.743839263916016	3033.31982421875	32.987667083740234	152708.0	0.3379161819815636	10741.887646484325	17158.857421875	1.275949442678833	72020.734375	388544.90625	388361.125	42286.0	256177.609375	515069.8828125	80270.71875	67.22614288330078
sub-01_ses-1_task-self_run-1_bold	0.0030548172757475078	0.004598013056478406	0	19.973498338066666	1.2296266202333341	1.0185169218666668	0.40711758441146617	165212704.0	0.17829385290221264	110	36.54485049833887	2.6287221329837522	2.5400199999999997	2.902143333333333	2.4440030656179235	0.0195489	-0.0036650022957473993	0.00448300875723362	301	80	80	37	4.8844030377125005	2.0	3.0	3.0	3.299999952316284	0	95.54776700166468	38.79551315307617	3064.85986328125	26.329696655273438	152298.0	0.09466611109673977	11043.436328124993	17470.5859375	1.2549188245532301	72344.5	393150.5	393105.71875	42617.0	258720.528125	520487.83124999993	80480.890625	67.7896499633789
sub-01_ses-1_task-self_run-2_bold	0.0008667109634551495	0.004656586279069767	0	20.37368488013333	1.1904561487333334	1.8057775463666663	0.4055224194765224	177902224.0	0.1881657646997561	120	39.8671096345515	2.6139506177672724	2.53198	2.879356666666667	2.43051518663515	0.0301743	-0.0038757517468184233	0.004967233631759882	301	80	80	37	4.842650439816786	2.0	3.0	3.0	3.299999952316284	0	98.8094701231734	38.778114318847656	3007.818359375	26.980297088623047	152753.0	0.28478304743766786	10819.729687499988	17407.990234375	1.2791310227449584	73033.0546875	392845.65625	392682.1875	42314.0	258334.34140625002	520836.7046875	81087.3203125	69.53426361083984
sub-01_ses-2_task-other_bold	0.0007149904397705546	0.006063520172084129	0	22.876340023812254	1.1988948226245213	0.9690998136206896	0.40760664237441613	76258736.0	0.21613939533527454	256	48.94837476099426	2.66563506240197	2.5750266666666666	2.9518633333333333	2.4700151872059095	0.0164522	-0.004077398218214512	0.004078935366123915	523	80	80	37	4.690760482802506	2.0	3.0	3.0	3.299999952316284	0	99.10996748992542	57.56401062011719	2892.690185546875	39.304561614990234	152068.0	0.1842759057879448	10589.38437499996	16180.7744140625	1.2172069739523357	72732.8125	380434.75	380695.3125	42850.0	243953.40234375	507497.69062499993	81157.6015625	59.615333557128906
sub-01_ses-2_task-self_run-1_bold	0.0003781395348837209	0.003403546478405316	0	22.57463589343333	1.273993047000001	0.991698445199999	0.40598159799665595	428996128.0	0.15306286430949845	75	24.916943521594686	2.6280250622089874	2.54101	2.913116666666667	2.4299485199602953	0.0260552	-0.004322387278079987	0.005650897044688463	301	80	80	37	4.753208320934281	2.0	3.0	3.0	3.299999952316284	0	99.38209247223672	24.08069610595703	2820.8056640625	16.33090591430664	152507.0	0.054796222969889646	10336.668847656201	16187.705078125	1.3042568021445389	71808.5859375	379332.125	379162.6875	42521.0	247104.875	504625.15625	79768.90625	75.57014465332031
sub-01_ses-2_task-self_run-2_bold	0.00017411960132890367	0.0030595595348837205	0	22.66846757276668	1.255491402533333	0.9865284652333333	0.40681076267030686	460001376.0	0.18238425813517958	113	37.541528239202655	2.632588193516368	2.543903333333333	2.9251066666666667	2.428754580549104	0.0249404	-0.003927530720829964	0.005078130401670933	301	80	80	37	4.766425359807546	2.0	3.0	3.0	3.299999952316284	1	100.75235075346352	22.78877067565918	2792.37451171875	15.610240936279297	152157.0	0.11511755883693696	10001.998632812416	16156.9453125	1.166370921864698	71465.8984375	376885.15625	376517.5625	42748.0	245261.54296875	501482.8359375	78992.7734375	78.98904418945312
sub-02_ses-1_task-other_bold	0.0004889292543021033	0.007572525066921607	0	23.436887821513405	1.2571590792720313	0.9581342982950196	0.44029982056364686	149470608.0	0.16042254968089795	129	24.665391969407267	2.5349951630217564	2.4619066666666667	2.7540999999999998	2.3889788223986024	0.0250415	0.001478564809076488	0.0018272019224241376	523	80	80	37	5.5262131977817575	2.0	3.0	3.0	3.299999952316284	0	55.33218798686843	38.609397888183594	3855.75341796875	26.61420249938965	145873.0	0.23492339551448824	19131.65156249998	18877.03515625	2.750114610948601	55498.734375	364485.25	364604.0625	48342.0	261240.303125	462390.9203125	65976.515625	65.13390350341797
sub-02_ses-1_task-self_run-1_bold	0.0008530897009966777	0.004760823388704319	0	23.13457387296665	1.345957049866666	1.0031067193666667	0.4390961695761628	612089024.0	0.13879537819484739	43	14.285714285714286	2.5486906175253217	2.48593	2.7798599999999998	2.3802818525759646	0.038678	0.001452938886359334	0.0022405085619539022	301	80	80	37	5.317522671195582	2.0	3.0	3.0	3.299999952316284	5	67.37685003888912	18.601871490478516	3946.943359375	12.717484474182129	146038.0	0.10545916967093945	20457.751855468738	19571.2578125	2.749230914809246	57838.9765625	369144.8125	369194.96875	48390.0	259318.5109375	471946.3265625	69429.1640625	77.87924194335938
sub-02_ses-1_task-self_run-2_bold	0.0011311486486486487	0.004685957128378379	5	23.73145274132204	1.3398714422033897	1.0035196239661013	0.4402633733192887	174210400.0	0.15526607973191914	72	24.324324324324323	2.5461550619954543	2.48591	2.76694	2.385615185986363	0.037729	0.0015481291338801384	0.002089983783662319	296	80	80	37	5.441576502886547	2.0	3.0	3.0	3.299999952316284	9	61.626984235439025	36.759483337402344	3922.838623046875	25.086801528930664	145777.0	0.09767501354217528	20158.616015624873	19196.400390625	2.7423231294228785	55734.75	362697.03125	363146.625	48552.0	255839.43671875	461035.35468749993	66734.8671875	79.1446533203125
sub-02_ses-2_task-other_bold	0.0004241491395793499	0.0059078030210325035	0	20.483045841091954	1.1955111834099612	0.9950616026245201	0.43751219422903087	256708640.0	0.1640725204426631	126	24.091778202676863	2.582718900544106	2.52103	2.8072933333333334	2.419833368298984	0.0320654	0.0013554004253819585	0.0020113911014050245	523	80	80	37	5.250969871890288	2.0	3.0	3.0	3.299999952316284	3	61.22823191977544	30.192306518554688	3897.37841796875	20.487504959106445	146401.0	0.03270347788929939	20084.83984375	19180.99609375	2.4120966848767393	62510.984375	386203.21875	386150.6875	48226.0	270497.15625	498308.28125	73538.1640625	69.73705291748047
