csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37
496882.1433246074	n/a	246891864354.8557	n/a	362415.7862429858	n/a	n/a	131345202118.12158	350445.68888910965	n/a	122812180860.96265	n/a	n/a	n/a	n/a	-0.0102932651	-0.0868509882	0.0212802188	-0.0167521029	0.0218439627	-0.0091299588	0.004986759	-0.0643776101	0.007684257	-0.0378719752	0.0108396707	-0.0327878175	0.0085704449	-0.0740216167	0.0210934817	-0.0041863516	0.0876961808	-0.026013037599999997	0.0116123878	-0.0462816317	0.0261392225	-0.019116230300000002	-0.1283462917	-0.044873086	0.048638500099999996	-0.2571314589	0.021161426299999998	-0.0789867135	0.0011829852	-0.10535642029999999	0.13061733650000001	-0.1822085121	0.0319258675	-0.0732159367	0.030950755	-0.0494963215	-0.0878232318	0.0028126383000000002	-0.0082596464	-0.0171337571	0.0233151387	-0.003824684	0.0119222151	-0.0617962816	0.0138463895	-0.0418023394	0.0188589184	-0.027506247299999998	0.029287146099999998	-0.0634663081	0.035882879900000005	-0.0157179383	0.07262196480000001	-0.0409450354	0.0094199977	-0.0395547451	0.0264837266	0.1249170217	-0.044299946900000005	0.13767888849999999	-0.043514680099999994	0.141736072	-0.10247680349999999	0.058874813399999996	-0.158043484	0.18589403699999998	-0.0630119816	0.026656222599999998	-0.06778373809999999	0.042712763099999995	-0.0095438859	0.0815128046	0.08150947480000001	0.0815039251	0.0814961558	0.0814861671	0.0814739592	0.0814595325	0.0814428873	0.0154262	n/a	0.00023796764644	n/a	0.128415	n/a	0.016490412225	n/a	0.0296772	n/a	0.00088073619984	n/a	0.000175031	n/a	3.0635850961e-08	n/a	-0.0	n/a	n/a	0.0	0.000639197	n/a	n/a	4.08572804809e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
495127.55908458773	-1754.5842400196707	245151299765.0619	3078565.855325405	362291.3452912729	-124.44095171289518	15485.550463211111	131255018872.96034	351355.9223424697	910.233453360037	123450984165.1276	828524.9396157386	1.360314	29.903393	0.15789188699999998	-0.0166800827	-0.0200376365	-0.0074862115	-0.0161842201	0.0190511382	-0.0006664496	-0.008721917099999999	0.0254770939	0.0201523251	-0.032982245099999995	0.08337846809999999	-0.0154426696	0.014690078899999999	0.0264014544	0.0457788354	-0.0492395354	-0.0440706024	0.06352841740000001	0.0422576398	0.0065085502	-0.0069092645	-0.0351343905	-0.0058227876000000005	0.0034154266	-0.0041862493	-0.0038789516999999996	-0.1002970266	-0.0748265132	-0.1485284694	-0.053344301100000005	0.0772527058	-0.0255308248	-0.0115310835	-0.006625273100000001	0.0059407146999999995	-0.00043260529999999996	0.017712864499999998	0.0512988828	0.0303579783	-0.018214471200000002	0.0208930895	0.0019565362	-0.0068550495999999995	0.0331527506	0.0273584102	-0.0314722149	0.09418360070000001	0.007448602199999999	0.0227938688	0.008930067199999999	0.0136340705	0.0578255716	-0.038500675299999995	0.0517992588	0.0119897635	-0.0287207723	0.0166916299	0.0296383163	0.008468830600000001	0.028289348500000002	-0.0502205069	-0.0426754258	-0.10953453980000001	-0.104257276	0.0643689987	0.0648110052	0.027940715499999998	-0.0060645445	-0.06277792139999999	-0.0781372871	-0.0069787128	0.0815039251	0.0814739592	0.0814240241	0.0813541321	0.0812643004	0.0811545509	0.0810249106	0.0808754112	0.0115669	-0.0038593	0.00013379317560999998	1.4894196489999994e-05	0.07364579999999997	-0.05476920000000003	0.005423703857639996	0.0029996652686400034	0.000825113	-0.028852087	6.80811462769e-07	0.0008324429242555692	-0.000391558	-0.000566589	1.5331766736400005e-07	3.2102309492100005e-07	0.0007190810000000001	0.0007190810000000001	5.17077484561e-07	5.17077484561e-07	0.000516641	-0.000122556	1.5019973136000003e-08	2.66917922881e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
497058.159583606	1930.60049901827	247066814008.64154	3727218.286809594	362500.1887090224	208.8434177495073	43615.573137295236	131406386814.07684	351919.4999302304	563.5775877606939	123847334431.14343	317619.6974261626	0.823951	18.112682	0.063450533	0.0086523264	-0.02353623	0.0092393799	-0.0094858871	0.0121343904	-0.0048945939	-0.032508196499999996	0.0149582784	0.00017843490000000006	-0.047380138499999995	0.0667580418	-0.0017677475	0.038269481099999995	0.0258545391	0.02951231	-0.0555132257	-0.0029019365999999997	0.0143963029	-0.0044054941999999995	0.0706797004	0.016651686399999997	0.0346567645	0.0093147235	-0.057727496100000004	0.026659642799999998	-0.0071329876	-0.0205194635	-0.1508193641	0.0065661378	0.083873287	-0.06400855429999999	0.09813095029999999	-0.0627923325	0.0172836648	-0.011928873100000001	-0.0164841409	-0.0019908202	0.0261946746	0.0355357622	-0.010324212	0.0135572211	-0.006384358299999999	-0.0335388244	0.0207238107	0.0060497211	-0.043898081	0.0686978652	0.0228131152	0.0390923278	0.014620104299999999	-0.0022578023000000003	0.069180824	-0.0023905111999999997	0.0136690741	0.060236943200000004	0.064740586	-0.0438249197	0.0277952181	-0.0323867943	0.0133428189	0.0029802477000000003	0.0162383901	-0.0429315975	-0.12094239119999999	0.0486205657	-0.10969850169999999	-0.1065063073	0.0372443156	-0.0065290877	-0.0501852148	-0.065363011	0.0814861671	0.08140294349999999	0.0812643004	0.0810703323	0.0808211711	0.0805169866	0.0801579858	0.0797444131	0.00458972	-0.00697718	2.1065529678400007e-05	4.868104075239999e-05	0.0848738	0.01122800000000003	0.007203561926439999	0.00012606798400000067	-0.00330549	-0.004130603	1.09262641401e-05	1.7061881143609e-05	-0.000558782	-0.00016722399999999994	3.1223732352399996e-07	2.7963866175999982e-08	0.00114831	0.000429229	1.8423753444099996e-07	1.3186158561000002e-06	0.000290799	-0.000225842	5.100460896399999e-08	8.456405840100001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
498154.10620500654	1095.946621400537	248157513528.9089	1201098.9969592518	363405.64988186647	905.4611728440505	819859.9355281234	132063666366.06172	350971.2548009695	-948.2451292608748	123180821696.56705	899168.8251669732	0.959521	21.092875	0.27156194	0.0319682804	-0.031606157200000005	0.015720895800000002	-0.00016338129999999998	-0.031906654799999996	0.0001100892	0.0066027822	-0.0007618974	0.0120399429	-0.0612760021	0.0208411448	0.0181146067	0.077825011	0.0316459974	-0.0049089159000000005	0.02102935	-0.0023411844	0.0381259406	0.0284827764	0.014688550900000001	0.0434376823	-0.0437730313	0.0019973784	-0.0832536932	0.019568583100000002	-0.0446167408	0.060825257199999996	0.0812994479	0.18740913780000001	-0.025179452999999997	-0.0354058095	0.0193270698	-0.0692775862	0.07459015	-0.022999458100000002	-0.0280902977	-0.0339198244	-0.0259683101	-0.013532209299999999	-0.0008644553999999999	-0.0306763177	-0.0040907963	0.006624594300000001	0.0130045727	0.0230109268	-0.0558042109	0.024521692	0.0349414672	0.07340842730000001	0.033607708300000004	-0.0430314845	0.0014009565	0.0235297098	0.013913118200000001	0.025178545099999998	0.019355856100000002	0.0106957989	0.09591050699999999	-0.0290200189	-0.0055940625	0.1088164327	-0.0076309288	0.0642018261	0.1376551653	-0.1332295415	-0.1099329754	-0.0006234098000000001	0.039600510400000004	-0.0427531774	0.05245506849999999	0.08036828110000001	0.0814595325	0.08129645860000001	0.0810249106	0.0806452508	0.0801579858	0.0795637657	0.0788633835	0.0780577735	0.00440437	-0.00018534999999999992	1.93984750969e-05	3.435462249999997e-08	0.146783	0.0619092	0.021545249089	0.0038327490446399995	0.0429597	0.04626519	0.00184553582409	0.0021404678057361	-0.000236179	0.000322603	5.578052004100001e-08	1.04072695609e-07	-0.00139439	-0.0025427	6.465323290000002e-06	1.9443234721e-06	-0.000107942	-0.000398741	1.5899438508099998e-07	1.1651475364e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
496984.51750654454	-1169.588698462001	246993610641.2129	1367937.7235700376	363882.7232999852	477.07341811875807	227599.04627551546	132410636316.2136	352040.1375352988	1068.8827343293233	123932258435.87213	1142510.2997473306	0.987657	21.711374	0.39897977	0.0034876946999999998	-0.006072564399999999	0.014261519399999999	0.0373321006	-0.0457721083	0.042804943	0.0009458342	0.038239556699999996	0.0040660518	-0.023391827799999997	0.019829353799999998	0.007845570500000001	0.0225889107	0.0694146199	-0.0012207979	0.0720626288	0.027122652	-0.0044565067	0.0629620254	0.0210537625	-0.0096555494	-0.0759544001	0.0131051823	-0.08335404440000001	0.16083615810000002	-0.0068481257999999995	-0.0370753521	0.0084566009	-0.07185469650000001	0.008560067	0.058909772199999995	0.0967739115	-0.0111710773	0.12465061289999999	-0.0007878085	0.0154149024	-0.027564744500000002	0.0131183845	0.005245418199999999	0.0386155335	-0.0479930474	0.043629261399999994	-0.0069457042000000005	0.0447862739	0.0121056001	-0.0188063442	0.0045849435999999995	0.0097254129	0.014945394099999999	0.09148031720000001	-0.0279618603	-0.0466812895	0.0110132534	-0.019673386299999998	0.0625049912	-0.0384552378	0.0708314433	0.0921780092	-0.0700429922	0.1333049126	0.070234647	-0.0318377278	-0.0444778053	0.0028565838	0.1067264926	-0.0684669641	-0.0342268216	-0.0381571656	-0.0019156169	-0.0838450275	0.0025886609	0.0814240241	0.0811545509	0.0807060894	0.0800796285	0.0792765501	0.0782986252	0.0771480108	0.0758272446	0.030811	0.02640663	0.000949317721	0.0006973101079569001	-0.0385254	-0.1853084	0.00148420644516	0.034339203110560004	0.00470326	-0.03825644	2.21206546276e-05	0.0014635552014735994	0.000575744	0.000811923	3.31481153536e-07	6.592189579289999e-07	0.00012479600000000002	0.0015191859999999998	2.3079261025959995e-06	1.5574041616000003e-08	0.000541115	0.000649057	4.2127498924899995e-07	2.92805443225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
499874.27900032717	2889.761493782629	249874294806.0969	8350721.490948812	362828.6390468104	-1054.0842531748347	1111093.6127911494	131644621312.56062	352603.50085461844	563.3633193196147	124329228814.9329	317378.2295548141	0.7251029999999999	15.93972	0.12242631	0.0158078829	0.0012580334	0.0049270311	0.002124105	-0.0059131361	0.018103241699999998	-0.007049574300000002	0.0198691641	0.0041898922	-0.020372312099999998	0.013654112900000001	-0.0194183489	-0.0212158407	0.0429239591	-0.0252129895	0.0230126202	-0.029802347200000006	0.0076754614	0.0002600575	0.006089258	0.0275682851	-0.0795773935	-0.0246888865	-0.0310905297	0.0335414676	-0.0293744687	0.062153676	-0.0036426335	-0.0255951996	-0.046241179	-0.0193027008	0.0870841426	0.0297943788	0.0865492066	-0.0104630646	-0.0014302681	0.0006388788	-0.011141078799999999	0.0222137739	0.0032691309999999998	-0.0069106513	0.0169341179	-0.011447314699999999	0.0218685788	0.0087992324	-0.0176851032	0.018511780800000002	-0.0183065473	-0.0335943612	0.0395517028	-0.0401692591	-0.005586515	-0.0165213499	-0.0056816183	-0.000400415	0.0120037796	0.0625261511	0.0649434103	-0.0375805364	0.0404378347	-0.0209873166	0.055265372400000005	0.036894904	-0.0128916092	-0.0265291535	-0.04460314	-0.007805234	-0.0836546626	0.0236083175	-0.14328734029999998	0.0265472616	0.08137964589999999	0.08097728230000001	0.08030814929999999	0.0793744512	0.07817926389999999	0.076726525	0.0750210202	0.07306836809999999	0.0286197	-0.0021913	0.00081908722809	4.8017956900000014e-06	0.039868	0.0783934	0.0015894574239999999	0.006145525163560001	-0.013406	-0.01810926	0.00017972083600000001	0.0003279452977476	0.000149697	-0.000426047	2.2409191809000004e-08	1.8151604620899998e-07	0.00012479600000000002	0.0	0.0	1.5574041616000003e-08	0.000492515	-4.859999999999999e-05	2.3619599999999987e-09	2.42571025225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
500011.930260144	137.65125981683377	250011930402.4751	18947.86932916148	362618.0935561872	-210.5454906232189	44329.403621771984	131491881774.32373	352842.17917990783	238.67832528939468	124497603408.4262	56967.34296295012	0.681305	14.976931	0.09246135	0.0381549923	-0.029516709	0.015442436399999999	-0.00013548450000000001	0.0042386777	0.0390167494	0.0013349541	0.0105850222	-0.0035336865999999996	-0.0590755305	0.027026152	-0.036755995699999995	-0.0412942428	0.0152771196	0.0324264271	0.02753941	0.025914134900000003	-0.006498710899999999	-0.0074202224	0.0035498501000000007	-0.0300086917	-0.036312294700000004	-0.0250353279	0.0146677222	0.10570687849999999	-0.0516777883	0.014299483500000001	0.0496779421	-0.0089794725	0.0455772336	-0.0105247333	0.0186497683	0.0348079128	-0.0117368019	-0.020861093400000003	-0.0379062123	-0.027516625	-0.0212530291	0.041884305	-0.0008540259	0.0029621575	0.0432476818	-0.0031570789	0.017932958500000002	0.0049813161	-0.0521564366	0.035403200499999996	-0.0244683458	-0.0307312058	0.0397130895	0.0355457398	-0.0236432799	0.023889919300000003	-0.0185358948	0.0275989513	-0.0061040159999999994	0.0632695564	0.0046321495	-0.0009272463	0.0861471975	0.023384193199999997	0.0413046542	-0.022069110099999997	0.0365557663	0.0272442065	-0.006135073100000001	0.0203408144	-0.044108115700000006	0.050693413799999996	-0.0020366358	-0.037851793700000004	0.0813264028	0.08076473	0.0798314804	0.0785309476	0.076869115	0.07485362820000001	0.07249376	0.06980036740000001	0.029778700000000005	0.0011590000000000038	0.0008867709736900002	1.3432810000000087e-06	0.051419000000000006	0.011551000000000006	0.002643913561000001	0.00013342560100000012	0.0207526	0.034158600000000004	0.00043067040675999994	0.0011668099539599993	-0.000222816	-0.00037251300000000004	4.964696985599999e-08	1.38765935169e-07	-0.000376944	-0.00050174	2.517430276e-07	1.42086779136e-07	0.000530117	3.760199999999997e-05	1.4139104039999978e-09	2.81024033689e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
500205.2365428665	193.3062827225076	250205278664.90506	37367.31893999404	363249.12774106616	631.0341848789832	398204.14248588256	131949928804.6454	356097.7973909881	3255.618211080262	126805641306.7132	10599049.936317446	1.077783	23.692593	0.14975511000000002	0.0320804009	-0.0380519477	0.0184790659	0.00036727160000000016	-0.0100547507	0.029589065	-0.0188270891	-0.0129956745	-0.0081105054	-0.019057338	0.0527285498	-0.0168733709	0.0372695786	0.0365348345	-0.0352848283	0.0114217785	-0.0290873596	-0.021623144900000002	0.0085766475	0.0376249343	-0.08140210099999999	0.0655982096	-0.011228404499999999	0.0888973656	0.0283779148	-0.011997006599999999	0.05469989769999999	-0.08908861230000001	-0.11811454539999999	-0.09189765429999999	-0.0704422153	-0.0715663765	0.0806802308	-0.0467582782	-0.010772046399999999	-0.0612334104	-0.012839546	0.0051971756	0.0557390799	0.0030627267	-0.0111379261	0.031348421200000004	-0.0204120361	-0.010467241700000001	-0.0061745676	-0.0130613623	0.0520913734	0.0027290932	0.0218731858	0.011580886799999999	-0.0611751429	-0.013194336200000002	-0.0364616485	-0.0042362774	0.06656426019999999	-0.0180144185	0.002534567	-0.1081488234	0.0227871748	0.0607740731	-0.0325766308	0.0583959745	0.0530852613	-0.15451584289999998	-0.0825761204	0.1171203592	0.08313044480000001	-0.0069864244999999995	0.0383539019	0.0502732378	0.036040818599999996	0.0812643004	0.0805169866	0.0792765501	0.0775505878	0.0753496704	0.0726872773	0.0695797142	0.0660460131	0.0297584	-2.0300000000004346e-05	0.00088556237056	4.120900000001763e-10	0.00360442	-0.04781458000000001	1.29918435364e-05	0.0022862340605764014	-0.0533937	-0.07414630000000001	0.00285088719969	0.005497673803689999	-4.78074e-05	0.00017500859999999998	2.28554749476e-09	3.0628010073959983e-08	-0.000105495	0.000271449	7.3684559601e-08	1.1129195025e-08	0.000639138	0.00010902100000000004	1.1885578441000012e-08	4.084973830440001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
503560.2235765707	3354.98703370418	253572898768.4859	11255937.996323168	364315.88753322506	1066.759792158904	1137976.454166908	132726065909.12148	356661.89607063844	564.0986796503421	127207708108.7029	318207.32038325927	1.0273580000000002	22.584105	0.099748675	0.0489653484	0.010320256	-0.030503099199999998	0.029671446299999998	-0.0633621141	0.0282780208	-0.0207462996	-0.0029609225	-0.0113687177	-0.0291198085	-0.009061196899999999	0.0812867754	0.0827718272	0.0152365243	-0.083201348	0.0577365647	0.0177950898	0.0236063567	-0.028108987999999998	0.0665310443	-0.0653658765	0.0232901	0.1116811184	0.0484850868	-0.016420830600000002	0.034567424900000004	0.0499806178	-0.0450865867	0.0351552273	-0.049886166600000004	-0.0663277971	-0.13520512869999998	0.055511348099999996	0.08499378839999999	-0.028264044	-0.045743291	0.029823726800000002	-0.0521130688	0.0392653092	0.0301627215	-0.0626432371	0.026830861600000002	-0.0231586557	-0.0010744413	-0.0068474814	-0.019629314	-0.054188540099999995	0.0676151749	0.058521659000000004	-0.0119572948	-0.08900482050000001	-0.0659499887	0.0014791010999999998	0.030713441400000006	0.0376430425	0.0344251954	0.011558738300000001	-0.0677015679	0.0658162999	-0.0594064798	0.10780634050000001	-0.013293731599999999	0.0670639027	-0.0847732078	-0.09620930800000001	0.0505835554	0.0810267242	0.1279040419	0.0600713488	-0.0293605528	0.0934540947	0.0811933456	0.0802341601	0.0786439023	0.0764350803	0.07362506740000001	0.0702359652	0.0662944305	0.06183146480000001	0.0150266	-0.0147318	0.00022579870756	0.00021702593124000005	0.0320994	0.02849498	0.00103037148036	0.0008119638852003999	-0.0374301	0.015963599999999998	0.0014010123860099999	0.00025483652496000004	-2.39765e-05	2.3830900000000003e-05	5.7487255225e-10	5.679117948099999e-10	-0.000486102	-0.000380607	1.44861688449e-07	2.36295154404e-07	0.00023241	-0.000406728	1.6542766598400002e-07	5.40144081e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
501534.56102748687	-2025.6625490838198	251536915905.03394	4103308.762760758	364411.8599379799	95.97240475483706	9210.702474426269	132796003663.45787	354563.7162606321	-2098.179810006346	125715428888.55002	4402358.515118266	1.102221	24.229799	0.17008312499999992	0.0115539596	0.0503408806	-0.0269042512	0.0352860157	-0.0401581898	-0.0029467440000000003	0.012384028100000001	-0.0176161435	0.0057422992	0.047210678	-0.1065873573	0.0718675734	0.0443902842	0.0034121329	-0.0510840935	0.0459346492	-0.048835448	0.047361767400000004	-0.04285996809999999	-0.0345288171	0.0589752322	-0.0543234466	0.0292483899	0.0060502093000000005	0.0115871979	0.046522388600000006	0.0568731145	-0.0204781299	0.007745244	-0.0416824529	0.057364567400000004	-0.0007436891	-0.0770665511	0.0013427825	-0.016856418300000002	0.0265993898	0.045370199699999995	-0.033632947999999996	-0.0092055683	0.0364862067	-0.041125504199999996	-0.0106311622	0.0160397869	-0.031860222	-0.0006708775	0.0473550258	-0.12520449279999998	0.0230961668	0.0319005836	-0.0013421657999999998	-0.049037482599999994	-0.0452622121	-0.0528658	0.0559555472	-0.0850008299	0.028394256099999998	-0.006287719000000001	0.0518785389	0.0135026817	0.0231119882	-0.0313114765	-0.0057256597	0.09218826	0.0195889911	-0.0053064553	-0.0112673564	0.0167964459	-0.0376847286	-0.0940782595	0.0193311339	0.0172774233	0.0811135461	0.0799163736	0.0779341573	0.0751863691	0.07170000139999999	0.06750930200000001	0.0626554373	0.0571860884	0.0359826	0.020955999999999995	0.0012947475027599998	0.0004391539359999998	0.11674	0.08464060000000001	0.013628227600000004	0.007164031168360002	-0.0392009	-0.0017708000000000031	0.0015367105608100006	3.1357326400000107e-06	0.0005780340000000001	0.0006020105000000001	3.341233051560001e-07	3.624166421102501e-07	-0.000131505	0.00035459699999999995	1.25739032409e-07	1.7293565024999998e-08	0.000530117	0.00029770700000000003	8.862945784899998e-08	2.81024033689e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
